提供機關名稱,資料集名稱,瀏覽次數,下載次數,資料集評分,上架日期
宜蘭縣政府,宜蘭縣最新人口數及戶數統計表,"2,964",600,100,2017/06/12
宜蘭縣政府,宜蘭縣政府108年度歲入預算執行情形表,612,110,,2017/08/11
宜蘭縣政府,107年度宜蘭縣總預算歲入來源別預算表,460,75,,2017/06/12
宜蘭縣政府,宜蘭縣縣有財產量值目錄,454,101,,2017/06/12
宜蘭縣政府,宜蘭縣有不動產提供短期使用清冊,373,63,,2017/06/12
宜蘭縣政府,104年度宜蘭縣庫款集中支付年報表,369,55,,2017/06/12
宜蘭縣政府,宜蘭縣合法酒製造業者,425,59,,2017/06/12
宜蘭縣政府,宜蘭縣政府最新債務訊息,462,94,,2017/08/11
宜蘭縣政府,宜蘭縣旅館名冊,807,362,,2017/06/12
宜蘭縣政府,宜蘭縣民宿名冊,"1,304",688,80,2017/06/12
宜蘭縣政府,宜蘭旅遊服務中心暨遊客中心,635,153,,2017/06/12
宜蘭縣政府,宜蘭縣市區客運站位經緯度,777,241,,2017/06/12
宜蘭縣政府,宜蘭縣市區客運路線線型經緯度,602,179,,2017/06/12
宜蘭縣政府,宜蘭縣假日開放停車場與廁所學校一覽表,658,170,,2017/06/12
宜蘭縣政府,宜蘭縣災民收容所學校一覽表,584,147,100,2017/06/12
宜蘭縣政府,106年度校舍地春節期間開放露營場地之學校名冊,609,103,,2017/06/12
宜蘭縣政府,宜蘭縣短期補習班,653,138,,2017/06/12
宜蘭縣政府,宜蘭縣樂齡學習中心,433,37,,2017/06/12
宜蘭縣政府,宜蘭縣社區大學,427,46,,2017/06/12
宜蘭縣政府,宜蘭縣通過認證環境教育場所認證情形表,388,62,,2017/06/12
宜蘭縣政府,宜蘭縣公立幼兒園,566,72,,2017/06/12
宜蘭縣政府,宜蘭縣私立幼兒園,519,67,,2017/06/12
宜蘭縣政府,宜蘭縣獨居長者關懷志工隊,506,64,,2017/06/12
宜蘭縣政府,宜蘭縣經紀業名冊,408,76,,2017/06/12
宜蘭縣政府,宜蘭縣土壤採樣計畫採樣次數資料,370,96,,2017/06/12
宜蘭縣政府,宜蘭縣利澤焚化廠位置資料,347,60,,2017/06/12
宜蘭縣政府,宜蘭縣柴油車排煙動力計檢測站基本資料,401,75,,2017/06/12
宜蘭縣政府,噪音管制標準第二條：噪音管制時段區分說明,426,56,100,2017/06/12
宜蘭縣政府,噪音管制標準第四條：工廠(場)噪音管制標準值,640,79,,2017/06/12
宜蘭縣政府,宜蘭縣依據噪音管制標準第八條公告噪音管制標準,"2,005",58,,2017/06/12
宜蘭縣政府,宜蘭縣自辦海域水質監測結果,385,93,,2017/06/12
宜蘭縣政府,宜蘭縣環保局公務統計報表下載,455,76,,2017/06/12
宜蘭縣政府,宜蘭縣環保局申辦表單下載,396,74,,2017/06/12
宜蘭縣政府,宜蘭縣垃圾衛生掩埋場地下水監測井位置資料,384,83,,2017/06/12
宜蘭縣政府,宜蘭縣一般地區環境音量每季監測資料,332,72,,2017/06/12
宜蘭縣政府,宜蘭縣生熟廚餘回收分類表,365,67,,2017/06/12
宜蘭縣政府,宜蘭縣飲料販賣業提報減量計畫之優惠方案,357,50,,2017/06/12
宜蘭縣政府,宜蘭縣環保局新聞稿,373,67,,2017/06/12
宜蘭縣政府,宜蘭縣綠色商店名冊,469,179,,2017/06/12
宜蘭縣政府,政府行政機關辦公日曆表,747,289,20,2017/06/12
宜蘭縣政府,宜蘭縣偏遠地區移動式機車檢驗站機車定檢服務行程表,"1,908",95,,2017/06/12
宜蘭縣政府,宜蘭縣歷屆環境教育獎得獎名單,395,57,,2017/06/12
宜蘭縣政府,宜蘭縣取得事業廢棄物(廚餘)再利用檢核身分機構名冊,455,70,40,2017/06/12
宜蘭縣政府,宜蘭縣各公所歷年環境清潔競賽考核評比成績,571,94,,2017/06/12
宜蘭縣政府,宜蘭縣自辦港口水質監測結果,342,56,,2017/06/12
宜蘭縣政府,噪音管制標準第五條：娛樂場所、營業場所噪音管制標準,435,64,,2017/06/12
宜蘭縣政府,宜蘭縣港口水質監測標準值,393,59,,2017/06/12
宜蘭縣政府,宜蘭縣交通音量每季監測資料,406,80,,2017/06/12
宜蘭縣政府,宜蘭縣社區資源回收站資訊,409,95,,2017/06/12
宜蘭縣政府,宜蘭縣環保旅店名冊,406,132,,2017/06/12
宜蘭縣政府,宜蘭縣各鄉鎮市垃圾車APP清運點資料,505,139,,2017/06/12
宜蘭縣政府,宜蘭縣人工空氣品質監測站總懸浮微粒監測資料,463,250,,2017/06/12
宜蘭縣政府,宜蘭縣已補助新購電動二輪車申請案查詢,342,60,,2017/06/12
宜蘭縣政府,宜蘭縣加油站資料,679,324,100,2017/06/12
宜蘭縣政府,宜蘭縣有申請廢食用油工作證之合格清除機構,352,70,,2017/06/12
宜蘭縣政府,宜蘭縣自備環保杯享優惠業者名單,319,48,,2017/06/12
宜蘭縣政府,宜蘭縣環保局招標公告,617,74,,2017/06/12
宜蘭縣政府,宜蘭縣人工空氣品質監測站落塵量監測資料,415,126,,2017/06/12
宜蘭縣政府,宜蘭縣各鄉鎮市清潔隊廚餘回收分類表,419,82,,2017/06/12
宜蘭縣政府,宜蘭縣公民營清除處理機構名冊,358,54,,2017/06/12
宜蘭縣政府,宜蘭縣環保局環保大事記,372,49,,2017/06/12
宜蘭縣政府,宜蘭縣廢棄車輛拖吊資料查詢系統,"1,872",61,100,2017/06/12
宜蘭縣政府,宜蘭縣水質監測站基本資料,488,122,,2017/06/12
宜蘭縣政府,宜蘭縣機車排氣檢驗站資料,352,72,,2017/06/12
宜蘭縣政府,宜蘭縣已核發應回收廢棄物回收處理業登記名冊,393,65,,2017/06/12
宜蘭縣政府,宜蘭縣電動機車充電站,390,97,100,2017/06/12
宜蘭縣政府,宜蘭縣領有病媒防治業許可執照業者名單,370,53,,2017/06/12
宜蘭縣政府,宜蘭縣環保法規,295,67,,2017/06/12
宜蘭縣政府,宜蘭縣噪音監測站名冊,315,61,,2017/06/12
宜蘭縣政府,宜蘭縣歷年資源回收成果統計表,544,181,,2017/06/12
宜蘭縣政府,宜蘭縣固定污染源自動連續監測系統(CEMS)開放資料,731,130,,2017/06/12
宜蘭縣政府,宜蘭縣垃圾衛生掩埋場地下水監測基準值,301,54,,2017/06/12
宜蘭縣政府,宜蘭縣列管海岸資料,639,86,,2017/06/12
宜蘭縣政府,宜蘭縣各鄉鎮市公所公設廣告欄設置地點,401,64,,2017/06/12
宜蘭縣政府,宜蘭縣水肥清運業者經許可投入水肥處理站名冊,383,57,,2017/06/12
宜蘭縣政府,宜蘭縣垃圾掩埋場現況表,431,80,,2017/06/12
宜蘭縣政府,宜蘭縣4大水泥廠廢棄物再利用資料,623,94,,2017/06/12
宜蘭縣政府,宜蘭縣超商賣場廟宇紙錢集中門市名冊,405,92,,2017/06/12
宜蘭縣政府,宜蘭縣政府環境影響評估審查委員會委員名冊,360,77,,2017/06/12
宜蘭縣政府,宜蘭縣各公所及清潔隊聯絡資料,356,76,,2017/06/12
宜蘭縣政府,宜蘭縣場置性地下水監測井基本資料,442,120,,2017/06/12
宜蘭縣政府,噪音管制標準第六條：營建工程噪音管制標準值,"1,017",152,,2017/06/12
宜蘭縣政府,噪音管制標準第七條：擴音設施噪音管制標準,622,52,,2017/06/12
宜蘭縣政府,宜蘭縣海域水質監測標準值,299,80,,2017/06/12
宜蘭縣政府,宜蘭縣環境教育設施場所名冊,543,104,,2017/06/12
宜蘭縣政府,宜蘭縣資源回收物分類指引明細表,518,68,,2017/06/12
宜蘭縣政府,宜蘭縣垃圾衛生掩埋場進場量資料,368,75,,2017/06/12
宜蘭縣政府,宜蘭縣自來水水質監測與指標資料,440,88,,2017/06/12
宜蘭縣政府,宜蘭縣再生家具販售目錄,389,83,,2017/06/12
宜蘭縣政府,宜蘭縣垃圾衛生掩埋場歷年地下水監測結果,336,49,,2017/06/12
宜蘭縣政府,宜蘭縣區域性地下水監測井基本資料,548,129,,2017/06/12
宜蘭縣政府,宜蘭縣人工空氣品質測站設置概況與測定項目,348,69,,2017/06/12
宜蘭縣政府,宜蘭縣公廁基本資料,683,169,,2017/08/11
宜蘭縣政府,宜蘭縣本縣各類噪音管制區公告,"2,071",92,,2017/06/12
宜蘭縣政府,宜蘭縣公費流感抗病毒藥劑合約院所名冊,472,98,,2017/06/12
宜蘭縣政府,結核病個案、接觸者及潛伏結核感染治療個案管理統計報表,623,123,,2017/06/12
宜蘭縣政府,宜蘭縣預防接種合約院所,403,43,,2017/06/12
宜蘭縣政府,宜蘭縣公費克流感合約院所,380,27,,2017/01/25
宜蘭縣政府,宜蘭縣流感合約院所,309,23,,2017/01/25
宜蘭縣政府,宜蘭縣呼吸照護資源,404,38,,2017/08/11
宜蘭縣政府,醫政違規案件統計,533,96,,2017/08/11
宜蘭縣政府,宜蘭縣醫療機構地址電話名冊,868,319,,2017/08/11
宜蘭縣政府,宜蘭縣產後護理之家,742,166,,2017/08/11
宜蘭縣政府,宜蘭縣各急救責任醫院概況,602,113,,2017/06/12
宜蘭縣政府,宜蘭縣行政區救護車資源,603,42,20,2017/06/12
宜蘭縣政府,宜蘭縣勞工一般、特殊、巡迴體格與健康檢查認可之醫療機構,573,78,,2017/08/11
宜蘭縣政府,宜蘭縣健康促進醫院(HPH國際網絡認證)機構名單,678,71,,2017/06/12
宜蘭縣政府,宜蘭縣105年哺集乳室及友善哺乳場所,401,56,,2017/01/25
宜蘭縣政府,宜蘭縣母嬰親善醫療院所名單,347,47,,2017/01/25
宜蘭縣政府,宜蘭縣衛生所,464,85,,2017/06/12
宜蘭縣政府,宜蘭縣藥局名冊,623,196,,2017/06/12
宜蘭縣政府,宜蘭縣餐飲業衛生優良評核名單,425,100,,2017/06/12
宜蘭縣政府,宜蘭縣餐盒業衛生優良評核名單,490,83,,2017/06/12
宜蘭縣政府,宜蘭縣烘焙業衛生優良評核名單,433,61,,2017/06/12
宜蘭縣政府,宜蘭縣安心標章認證通過業者,379,33,,2017/06/12
宜蘭縣政府,宜蘭縣一般護理之家,636,190,,2017/06/12
宜蘭縣政府,宜蘭縣居家護理所名單,601,123,,2017/06/12
宜蘭縣政府,宜蘭縣立案老人長期照顧及安養機構名冊,661,180,100,2017/06/12
宜蘭縣政府,宜蘭縣心理資源,471,86,,2017/06/12
宜蘭縣政府,指定藥癮戒治機構,406,64,,2017/06/12
宜蘭縣政府,宜蘭縣測速及闖紅燈固定桿設置地點,729,159,,2017/08/11
宜蘭縣政府,宜蘭縣政府警察局及各分局、分駐(派出)所地址及電話,593,185,,2017/06/12
宜蘭縣政府,宜蘭縣路口監錄系統設置地點,591,174,100,2017/06/12
宜蘭縣政府,宜蘭縣繳稅方式,341,42,,2017/06/12
宜蘭縣政府,宜蘭縣政府財政稅務局地方稅稅務行事曆,372,59,,2017/06/12
宜蘭縣政府,宜蘭縣政府地方稅務局保有及管理個人資料項目彙整表,"1,819",52,,2017/06/12
宜蘭縣政府,曾發生溺水地點,602,143,,2017/06/12
宜蘭縣政府,搶救不易狹小窄道清冊,450,74,,2017/06/12
宜蘭縣政府,宜蘭縣政府燃氣熱水器承裝業技術士名冊,441,79,,2017/06/12
宜蘭縣政府,宜蘭縣政府燃氣熱水器承裝業名冊,567,70,,2017/06/12
宜蘭縣政府,消防安全檢查重大不合格場所一覽表,696,94,,2017/06/12
宜蘭縣政府,宜蘭縣政府消防局各單位通訊錄,748,133,,2017/06/12
宜蘭縣政府,宜蘭縣公共圖書館,533,116,20,2017/06/12
宜蘭縣政府,宜蘭縣社區日曆,699,118,,2017/06/12
宜蘭縣政府,105年1月份已登記公私有土地筆數面積統計表,430,82,,2017/06/12
宜蘭縣政府,105年2月份已登記公私有土地筆數面積統計表,400,68,,2017/06/12
宜蘭縣政府,105年3月份已登記公私有土地筆數面積統計表,374,51,,2017/06/12
宜蘭縣政府,105年4月份已登記公私有土地筆數面積統計表,394,62,,2017/06/12
宜蘭縣政府,105年5月份已登記公私有土地筆數面積統計表,393,68,,2017/06/12
宜蘭縣政府,105年6月份已登記公私有土地筆數面積統計表,422,68,,2017/06/12
宜蘭縣政府,105年7月份已登記公私有土地筆數面積統計表,389,80,,2017/06/12
宜蘭縣政府,105年8月份已登記公私有土地筆數面積統計表,363,54,,2017/06/12
宜蘭縣政府,105年9月份已登記公私有土地筆數面積統計表,392,97,,2017/06/12
宜蘭縣政府,105年10月份已登記公私有土地筆數面積統計表,395,67,,2017/06/12
宜蘭縣政府,105年11月份已登記公私有土地筆數面積統計表,419,96,,2017/06/12
宜蘭縣政府,105年4月份土地及建物登記管理統計表,413,68,,2017/06/12
宜蘭縣政府,105年5月份土地及建物登記管理統計表,366,77,,2017/06/12
宜蘭縣政府,105年6月份土地及建物登記管理統計表,373,72,,2017/06/12
宜蘭縣政府,105年7月份土地及建物登記管理統計表,401,68,,2017/06/12
宜蘭縣政府,105年8月份土地及建物登記管理統計表,382,67,,2017/06/12
宜蘭縣政府,105年9月份土地及建物登記管理統計表,464,62,,2017/06/12
宜蘭縣政府,105年10月份土地及建物登記管理統計表,387,52,,2017/06/12
宜蘭縣政府,105年11月份土地及建物登記管理統計表,410,70,,2017/06/12
宜蘭縣政府,羅東地政_103年已登記公私有土地筆數面積統計表,408,78,,2017/06/12
宜蘭縣政府,羅東地政_104年已登記公私有土地筆數面積統計表,408,69,,2017/06/12
宜蘭縣政府,宜蘭縣工會組織名冊,"1,367",284,,2017/06/12
宜蘭縣政府,宜蘭縣視障按摩業者資料一覽表,528,72,,2017/06/12
宜蘭縣政府,宜蘭縣私立就業服務機構名冊,"1,920",74,,2017/06/12
宜蘭縣政府,宜蘭縣就業服務平台一覽表,585,129,,2017/06/12
教育部國際及兩岸教育司,各學年度東協10國南亞6國及紐澳華語獎學金新生核配名額統計表,325,22,,2017/01/17
桃園市政府環境保護局,桃園市環保志工小隊資料,"1,875",56,,2017/01/05
台灣電力股份有限公司,台灣電力公司_核設施輻射監測即時資料,"2,689","49,272",,2017/01/09
臺銀人壽保險股份有限公司,臺銀人壽補（捐）助資訊,326,18,,2017/01/06
財政部北區國稅局,各項國稅多元繳稅方式統計表,311,38,,2017/03/19
文化部,蒙藏學術資訊明細表,256,19,,2017/01/06
桃園市政府地政局,中路地區區段徵收開發案範圍地號資料,339,22,,2017/03/22
桃園市政府地政局,八德地區區段徵收開發案範圍地號資料,346,19,,2017/03/22
基隆市政府地政處,基隆市106年公告土地現值,559,44,,2017/01/09
宜蘭縣政府,宜蘭縣宜蘭市公所最新公共債務情形表,467,76,,2017/08/11
宜蘭縣政府,宜蘭縣羅東鎮公所最新公共債務情形表,501,79,,2017/08/11
宜蘭縣政府,宜蘭縣頭城鎮公所最新公共債務情形表,470,77,,2017/08/11
宜蘭縣政府,宜蘭縣礁溪鄉公所最新公共債務情形表,485,71,,2017/08/11
宜蘭縣政府,宜蘭縣員山鄉公所最新公共債務情形表,470,69,,2017/08/11
宜蘭縣政府,宜蘭縣蘇澳鎮公所最新公共債務情形表,420,61,,2017/08/11
宜蘭縣政府,宜蘭縣五結鄉公所最新公共債務情形表,415,62,,2017/08/11
宜蘭縣政府,宜蘭縣大同鄉公所最新公共債務情形表,493,73,,2017/08/11
宜蘭縣政府,宜蘭縣南澳鄉公所最新公共債務情形表,487,94,,2017/08/11
苗栗縣政府消防局,苗栗縣水域遊憩活動安全資訊,438,65,100,2017/01/11
教育部資訊及科技教育司,教育部臺灣學術網路資安事件個案分析,562,69,,2017/01/31
宜蘭縣政府,宜蘭縣壯圍鄉公所最新公共債務情形表,476,55,,2017/08/11
宜蘭縣政府,宜蘭縣冬山鄉公所最新公共債務情形表,455,73,,2017/08/11
宜蘭縣政府,宜蘭縣三星鄉公所最新公共債務情形表,419,68,,2017/08/11
新竹縣政府,新竹縣政府各機關電話、地址,"1,285",160,,2014/05/21
新竹縣政府,新竹縣路外停車場資料,776,245,,2014/05/21
新竹縣政府,新竹縣私立老人福利機構名冊,480,63,,2014/05/21
新竹縣政府,新竹縣身心障礙者復康巴士服務,"1,022",88,40,2014/05/21
新竹縣政府,新竹縣辦理中低收入老人裝置假牙合約醫療院所名單,366,27,,2014/05/21
新竹縣政府,新竹縣托嬰中心名冊,901,218,,2014/05/21
新竹縣政府,新竹縣加油站名冊,333,47,,2014/05/21
新竹縣政府,商圈資料,573,129,,2014/05/21
新竹縣政府,新竹縣學校基本資料,575,64,,2014/05/21
新竹縣政府,新竹縣公私立幼兒園名錄,"2,653",873,100,2014/05/21
新竹縣政府,新竹縣社區大學,333,22,,2014/05/21
新竹縣政府,新竹縣私立就業服務機構名單,351,31,,2014/05/21
新竹縣政府,下水道用戶排水設備承裝商管理資訊,269,19,,2014/05/21
新竹縣政府,寺廟,618,256,,2014/05/21
新竹縣政府,新竹縣土地段代碼,327,30,100,2014/05/21
新竹縣政府,疏散避難圖,605,80,,2014/05/21
新竹縣政府,新竹縣各鄉鎮市災害應變中心電話,286,23,,2014/05/21
新竹縣政府,藥局資訊,507,145,,2014/05/21
新竹縣政府,新竹縣哺(集)乳室名冊,357,41,,2014/05/21
新竹縣政府,新竹縣護理之家、居家護理所資源清冊,453,67,,2014/05/21
新竹縣政府,新竹縣牙醫診所名冊,340,46,,2014/05/21
新竹縣政府,新竹縣各鄉鎮市小兒科診所名冊,295,36,,2014/05/21
新竹縣政府,新竹縣各鄉鎮市耳鼻喉科診所名冊,353,30,,2014/05/21
新竹縣政府,新竹縣各鄉鎮市婦產科診所名冊,420,68,,2014/05/21
新竹縣政府,新竹縣各鄉鎮市復健及骨外科診所名冊,265,30,,2014/05/21
新竹縣政府,新竹縣各鄉鎮市眼科診所名冊,321,31,,2014/05/21
新竹縣政府,新竹縣各鄉鎮市皮膚科診所名冊,309,33,,2014/05/21
新竹縣政府,新竹縣各鄉鎮市血液透析科診所名冊,366,32,,2014/05/21
新竹縣政府,新竹縣各鄉鎮市家醫及內科診所名冊,281,25,,2014/05/21
新竹縣政府,新竹縣衛生所名冊,311,29,,2014/05/21
新竹縣政府,新竹縣各鄉鎮市其他醫事機構名冊,314,22,,2014/05/21
新竹縣政府,新竹縣二代戒菸服務醫療院所名冊,341,32,,2014/05/21
新竹縣政府,兒童衛教指導服務特約院所名單,261,18,,2014/05/21
新竹縣政府,免費孕婦乙型鏈球菌檢查醫療院所名單,246,18,,2014/05/21
新竹縣政府,免費新生兒聽力篩選醫療院所名單,274,32,,2014/05/21
新竹縣政府,新竹縣各鄉鎮中醫診所名冊,299,31,,2014/05/21
新竹縣政府,申請聘僱外國人從事家庭看護工作之專業評估被看護者醫療機構,714,57,,2014/05/21
新竹縣政府,新竹縣長期照顧服務提供單位清單,286,23,,2014/05/21
新竹縣政府,新竹縣機車定檢站,294,31,,2014/05/21
新竹縣政府,新竹縣垃圾清運路線表,"2,190",295,40,2014/05/21
新竹縣政府,公廁資訊,789,68,,2014/05/21
新竹縣政府,新竹縣測速執行地點,494,110,,2014/05/21
新竹縣政府,新竹縣家畜疾病防治所尋找走失動物清單,303,48,,2014/05/21
新竹縣政府,新竹縣旅遊_主題文化之旅,294,28,,2014/05/21
新竹縣政府,新竹縣旅遊_特色樂活之旅,255,54,,2014/05/22
新竹縣政府,新竹縣旅遊_竹縣怎麼玩,337,78,,2014/05/22
新竹縣政府,新竹縣旅遊_美食特產之旅,342,75,,2014/05/22
新竹縣政府,新竹縣公眾區免費無線上網熱點資料,351,24,,2015/01/13
新竹縣政府衛生局,新竹縣西醫診所名冊,660,221,80,2015/06/12
新竹縣政府衛生局,新竹縣產後護理之家名冊,891,292,,2015/06/12
新竹縣政府衛生局,新竹縣醫療及醫事機構,309,47,,2015/06/12
產業發展處,新竹縣工廠產業類別及行政區域家數,363,89,,2015/06/12
新竹縣政府衛生局,新竹縣十大主要死亡原因(民國103年),473,121,,2015/06/15
財政處,新竹縣政府最新債務訊息專區-新竹縣最新債務訊息,229,20,,2015/06/15
地政處,日據時期中華民國年號對照表,"1,025",197,,2015/06/15
地政處,新竹縣地政服務機關,242,23,,2015/06/15
教育處,新竹縣未立案幼兒園機構一覽表,388,51,,2015/06/22
教育處,新竹縣立案短期補習班,416,70,,2015/06/22
教育處,新竹縣未立案短期補習班名冊,556,117,,2015/06/22
財政處,新竹縣財產量值表,254,27,,2015/06/23
主計處,新竹縣歲出決算數-按政事別分,270,39,,2015/06/26
農業處,新竹縣列管珍貴老樹資料,742,110,,2015/07/13
財政處,新竹縣104年度6月份縣統籌分配稅款累計表,296,33,,2015/07/15
農業處,新竹縣休閒農場,404,36,,2015/07/20
新竹縣家畜疾病防治所,新竹縣寵物登記站,502,18,,2015/07/31
財政處,新竹縣104年度7月份縣統籌分配稅款累計表,221,14,,2015/08/11
財政處,新竹縣104年度8月份縣統籌分配稅款累計表,264,12,,2015/09/09
財政處,新竹縣104年度9月份縣統籌分配稅款累計表,317,12,,2015/10/14
新竹縣政府消防局,新竹縣政府消防局執行水域救援案件統計,263,10,,2015/10/28
財政處,新竹縣104年度10月份縣統籌分配稅款累計表,275,10,,2015/11/11
財政處,新竹縣104年度11月份縣統籌分配稅款累計表,260,15,,2015/12/16
財政處,新竹縣104年度12月份縣統籌分配稅款累計表,240,12,,2016/01/20
財政處,新竹縣105年度1月份縣統籌分配稅款累計表,239,6,,2016/02/23
人事處,104年新竹縣政府公務人員參訓人數,277,22,,2016/03/08
財政處,新竹縣105年度2月份縣統籌分配稅款累計表,199,15,,2016/03/09
人事處,104年新竹縣政府公務人員考試新進人員人數,284,21,,2016/03/10
財政處,新竹縣105年度6月份縣統籌分配稅款累計表,225,11,,2016/07/14
財政處,新竹縣105年度7月份縣統籌分配稅款累計表,285,18,,2016/08/22
財政處,新竹縣105年度8月份縣統籌分配稅款累計表,236,15,,2016/10/04
財政處,新竹縣105年度9月份縣統籌分配稅款累計表,252,14,,2016/10/17
教育部資訊及科技教育司,臺灣學術網路無線漫遊(TANetRoaming)使用情形,296,27,,2017/03/01
桃園市政府地政局,土地徵收案相關資料,321,19,,2017/01/11
桃園市政府環境保護局,桃園低碳永續家園,791,24,,2017/01/13
桃園市政府環境保護局,柴油車排煙檢測站地址及電話,575,39,,2017/01/13
新北市政府經濟發展局,新北好禮_創意生活組,305,38,,2017/01/16
新北市政府經濟發展局,新北好禮_美食組,328,69,,2017/01/16
新北市政府社會局,新北市績優社區發展協會名冊,711,105,,2017/01/16
新北市政府社會局,新北市單親家庭關懷諮詢服務站名冊,385,37,,2017/01/16
新北市政府地政局,105年度地政士開業及異動年報統計表,408,32,,2017/01/16
新北市政府衛生局,新北市泳池水質檢驗資料,436,49,,2017/01/16
戶政司,全國各鄉鎮市區前二十大姓人口數按性別分,504,186,,2017/01/13
警政署,青少年竊盜犯罪資料,"1,060",247,100,2017/01/09
警政署,全國各警察機關核發警察刑事紀錄證明文件統計表,416,40,100,2017/01/04
金融監督管理委員會證券期貨局,投信投顧公會全權委託投資型保單有效契約金額,490,38,,2017/01/20
中國輸出入銀行,中國輸出入銀行對民間團體補(捐)助執行情形,459,66,,2017/01/16
嘉義縣政府,高齡友善認證名單及認證日期名冊,301,32,20,2017/01/16
宜蘭縣政府,宜蘭縣最近5年房屋稅綜合統計表(101-105年),376,50,,2017/06/12
宜蘭縣政府,宜蘭縣最近5年契稅綜合統計表(101-105年),359,76,,2017/06/12
宜蘭縣政府,宜蘭縣最近5年地價稅稅源統計表,369,95,,2017/06/12
大陸委員會,民眾對總統就職演說及兩岸相關議題之看法民調,299,23,,2017/01/18
大陸委員會,民眾對總統國慶演說及兩岸相關議題之看法民調,314,23,,2017/01/18
大陸委員會,本會長官公開講稿,278,21,,2017/01/18
大陸委員會,本會立院報告,238,17,,2017/01/18
大陸委員會,總統大陸政策談話,258,25,,2017/01/18
大陸委員會,大陸與兩岸情勢簡報,434,26,,2017/01/18
教育部國際及兩岸教育司,各學年度新南向國家臺灣獎學金新生核配名額統計表,313,32,,2017/01/17
警政署,各直轄市、縣市警察局義勇警察人數統計表,610,73,100,2016/12/26
警政署,各直轄市、縣市警察局交通義勇警察人數統計表,332,26,100,2016/12/26
宜蘭縣政府,宜蘭縣最近5年土地增值稅稅源統計表,296,59,,2017/06/12
經濟部專業人員研究中心,經濟部專業人員研究中心_訓練硬體設施資源,292,24,,2017/02/02
臺灣宜蘭地方法院,臺灣宜蘭地方法院105年度12月份會計月報,210,9,,2017/01/26
嘉義縣財政稅務局,全功能櫃臺作業項目及應備證件項目,446,42,,2017/01/18
法務部矯正署,矯正署綠島監獄106年會計報告(按月),266,18,,2017/03/02
嘉義縣政府,嘉義縣殯儀館納骨堂設置概況-,483,22,,2017/01/18
交通部,交通部辦理人民申請提供政府資訊案件統計,277,78,100,2017/01/18
嘉義縣文化觀光局,年度觀光年曆活動,323,41,,2017/01/18
教育部綜合規劃司,教育部年度施政方針,262,16,,2017/02/24
大陸委員會,教育部補助辦理兩岸（含港澳）學術教育交流活動實施要點,297,25,,2017/01/18
大陸委員會,科技部補助延攬客座科技人才作業要點,281,31,,2017/01/18
嘉義縣政府,嘉義縣交通號誌及行人專用時相位置表,354,39,,2017/01/18
大陸委員會,科技部補助邀請大陸地區暨香港澳門科技人士來臺短期訪問作業要點,286,33,,2017/01/18
大陸委員會,科技部補助兩岸科技學術研討會作業要點,275,25,,2017/01/18
大陸委員會,文化部補助國內表演藝術經典作品大陸巡演作業要點,301,23,,2017/01/18
大陸委員會,文化部補助文化團體及個人赴國外與大陸地區及港澳從事文化交流活動處理要點,528,34,,2017/01/18
大陸委員會,文化部補助民間團體辦理兩岸傳播或新聞交流活動作業要點,295,18,,2017/01/18
大陸委員會,文化部補助視覺藝術產業辦理或參加國際藝術展會作業要點,250,15,,2017/01/18
新北市政府地政局,新北市106年公告土地現值,394,70,,2017/01/13
大陸委員會,教育部體育署全國性民間體育活動團體經費補助辦法,745,50,,2017/01/18
大陸委員會,教育部體育署國際體育交流活動推動及補助辦法,264,26,,2017/01/18
教育部綜合規劃司,教育部年度施政計畫,258,15,,2017/02/24
教育部綜合規劃司,教育部中程施政計畫,231,25,,2017/02/24
新北市政府衛生局,新北市溫泉水質檢驗資料,426,57,,2017/01/18
臺灣臺東地方法院,臺灣臺東地方法院105年12月份會計月報(XML),274,4,,2017/01/19
交通部中央氣象局,QPESUMS-未來1小時定量降雨預報格點資料,"1,573",230,80,2017/01/19
交通部中央氣象局,QPESUMS-過去1小時定量降雨估計格點資料,962,"22,328",100,2017/01/19
嘉義縣政府,嘉義縣設立-變更-歇業登記清冊,321,66,,2017/08/04
交通部運輸研究所,公路車輛行駛時間調查(101-102),490,65,,2017/01/19
大陸委員會,大陸委員會自103年9月1日起發布中國大陸及香港、澳門旅遊警示資料,263,25,,2017/01/19
大陸委員會,香港情勢資料庫,299,36,,2017/01/19
大陸委員會,香港澳門政府駐臺辦事處聯繫資訊,303,31,,2017/01/19
大陸委員會,大陸委員會主管港澳事務財團法人名冊,276,34,,2017/01/19
臺灣高雄地方法院,臺灣高雄地方法院105年度12月份會計月報,214,10,,2017/01/19
教育部國際及兩岸教育司,海外臺灣學校各學年度高中畢業生返國升學資料統計表,497,54,,2017/01/19
臺灣桃園地方法院,臺灣桃園地方法院105年12月份會計報告,219,27,,2017/01/20
新北市政府環境保護局,新北市環境教育設施場所-樹林區,269,16,,2017/01/19
新北市政府環境保護局,新北市環境教育設施場所-萬里區,266,14,,2017/01/19
新北市政府環境保護局,新北市環境教育設施場所-新店區,303,19,,2017/01/19
新北市政府環境保護局,新北市環境教育設施場所-烏來區,283,20,,2017/01/19
新北市政府環境保護局,新北市環境教育設施場所-坪林區,217,14,,2017/01/19
新北市政府環境保護局,新北市環境教育設施場所-石門區,309,14,,2017/01/19
新北市政府環境保護局,新北市環境教育設施場所-五股區,250,14,,2017/01/19
